"id","mois","produit","region","gouvernorat","tranche_age","genre","milieu","canal_achat","occasion","quantite","prix_unitaire","montant_total","satisfaction","canal_decouverte","concurrent_essaye","racheterait","recommande_ami"
"ACH00588","Mai","Boga Pomme","Grand Tunis","Ariana","55+","F","urbain","supermarche","quotidien","2","1.8","3.6","4","reseaux_sociaux","Fanta","Oui","Oui"
"ACH00589","Mai","Boga Limoun","Sud","Gabès","45-54","M","urbain","supermarche","plage_ete","2","1.8","3.6","5","affichage","Safia","Oui","Oui"
"ACH00590","Mai","Boga Limoun","Grand Tunis","Ariana","18-24","F","urbain","epicerie","sortie_amis","1","1.8","1.8","4","pub_tv","Aucun","Oui","Oui"
"ACH00591","Mai","Boga Pomme","Nord Littoral","Bizerte","18-24","F","rural","cafe_restaurant","sortie_amis","2","1.8","3.6","4","pub_tv","Safia","Oui","Non"
"ACH00592","Mai","Boga Cidre","Nord-Ouest","Le Kef","25-34","F","urbain","en_ligne","quotidien","2","1.8","3.6","4","pub_tv","Fanta","Oui","Oui"
"ACH00593","Mai","Boga Limoun","Grand Tunis","Tunis","25-34","M","urbain","supermarche","repas_famille","2","1.8","3.6","3","influenceur","Pepsi","Oui","Non"
"ACH00594","Mai","Boga Cidre","Sud","Médenine","25-34","M","urbain","supermarche","travail","3","1.8","5.4","3","reseaux_sociaux","Safia","Oui","Non"
"ACH00595","Mai","Boga Cidre","Grand Tunis","Ariana","18-24","F","rural","epicerie","repas_famille","3","1.8","5.4","5","bouche_a_oreille","Coca-Cola","Oui","Oui"
"ACH00596","Mai","Boga Limoun","Nord Littoral","Zaghouan","35-44","F","urbain","en_ligne","travail","2","1.8","3.6","5","reseaux_sociaux","Aucun","Oui","Oui"
"ACH00597","Mai","Boga Limoun","Centre-Est","Monastir","18-24","M","urbain","epicerie","quotidien","1","1.8","1.8","4","bouche_a_oreille","Boga","Oui","Oui"
"ACH00598","Mai","Boga Pomme","Grand Tunis","Ariana","18-24","F","urbain","cafe_restaurant","quotidien","3","1.8","5.4","5","reseaux_sociaux","Safia","Oui","Oui"
"ACH00599","Mai","Boga Cidre","Nord Littoral","Zaghouan","35-44","F","urbain","epicerie","quotidien","1","1.8","1.8","3","bouche_a_oreille","Boga","Non","Non"
"ACH00600","Mai","Boga Cidre","Nord Littoral","Nabeul","18-24","M","urbain","epicerie","plage_ete","2","1.8","3.6","4","bouche_a_oreille","Coca-Cola","Oui","Oui"
"ACH00601","Mai","Boga Cidre","Sud","Tataouine","35-44","M","rural","supermarche","quotidien","1","1.8","1.8","4","reseaux_sociaux","Coca-Cola","Oui","Oui"
"ACH00602","Mai","Boga Cidre","Grand Tunis","Ben Arous","18-24","M","urbain","distributeur_auto","sortie_amis","1","1.8","1.8","5","bouche_a_oreille","Boga","Oui","Non"
"ACH00603","Mai","Boga Cidre","Centre-Est","Monastir","8-17","M","urbain","supermarche","sport","1","1.8","1.8","5","pub_tv","Coca-Cola","Oui","Non"
"ACH00604","Mai","Boga Pomme","Nord Littoral","Zaghouan","25-34","M","rural","en_ligne","quotidien","2","1.8","3.6","5","pub_tv","Fanta","Oui","Oui"
"ACH00605","Mai","Boga Cidre","Centre-Est","Mahdia","18-24","F","urbain","en_ligne","quotidien","1","1.8","1.8","4","reseaux_sociaux","Pepsi","Oui","Oui"
"ACH00606","Mai","Boga Cidre","Grand Tunis","Ben Arous","25-34","F","rural","supermarche","travail","2","1.8","3.6","4","influenceur","Safia","Oui","Oui"
"ACH00607","Mai","Boga Limoun","Centre-Est","Monastir","55+","F","rural","en_ligne","repas_famille","6","1.8","10.8","5","reseaux_sociaux","Boga","Oui","Oui"
"ACH00608","Mai","Boga Cidre","Centre-Ouest","Kasserine","8-17","M","urbain","cafe_restaurant","repas_famille","4","1.8","7.2","4","bouche_a_oreille","Aucun","Oui","Oui"
"ACH00609","Mai","Boga Cidre","Centre-Ouest","Kasserine","18-24","F","urbain","cafe_restaurant","repas_famille","3","1.8","5.4","4","pub_tv","Coca-Cola","Oui","Oui"
"ACH00610","Mai","Boga Pomme","Centre-Est","Monastir","35-44","F","rural","supermarche","sport","1","1.8","1.8","5","reseaux_sociaux","Aucun","Oui","Non"
"ACH00611","Mai","Boga Cidre","Nord Littoral","Bizerte","18-24","M","urbain","en_ligne","repas_famille","4","1.8","7.2","5","bouche_a_oreille","Pepsi","Oui","Oui"
"ACH00612","Mai","Boga Fraise","Grand Tunis","Manouba","8-17","M","urbain","supermarche","travail","1","1.8","1.8","4","bouche_a_oreille","Safia","Oui","Oui"
"ACH00613","Mai","Boga Cidre","Sud","Tataouine","18-24","M","rural","epicerie","quotidien","1","1.8","1.8","4","bouche_a_oreille","Pepsi","Oui","Non"
"ACH00614","Mai","Boga Pomme","Nord-Ouest","Le Kef","18-24","F","urbain","epicerie","sortie_amis","2","1.8","3.6","5","affichage","Coca-Cola","Oui","Oui"
"ACH00615","Mai","Boga Cidre","Nord Littoral","Bizerte","25-34","M","urbain","epicerie","quotidien","1","1.8","1.8","4","bouche_a_oreille","Fanta","Oui","Oui"
"ACH00616","Mai","Boga Fraise","Grand Tunis","Ariana","8-17","F","urbain","epicerie","travail","3","1.8","5.4","4","bouche_a_oreille","Boga","Oui","Oui"
"ACH00617","Mai","Boga Cidre","Grand Tunis","Tunis","18-24","M","urbain","epicerie","sortie_amis","3","1.8","5.4","5","bouche_a_oreille","Fanta","Oui","Oui"
"ACH00618","Mai","Boga Cidre","Centre-Est","Monastir","35-44","M","urbain","epicerie","travail","2","1.8","3.6","3","bouche_a_oreille","Coca-Cola","Oui","Non"
"ACH00619","Mai","Boga Cidre","Grand Tunis","Ariana","8-17","M","urbain","cafe_restaurant","travail","2","1.8","3.6","5","bouche_a_oreille","Coca-Cola","Oui","Oui"
"ACH00620","Mai","Boga Pomme","Grand Tunis","Ben Arous","25-34","F","rural","epicerie","plage_ete","3","1.8","5.4","5","pub_tv","Fanta","Oui","Oui"
"ACH00621","Mai","Boga Cidre","Grand Tunis","Ariana","45-54","F","urbain","epicerie","quotidien","1","1.8","1.8","3","affichage","Pepsi","Non","Non"
"ACH00622","Mai","Boga Cidre","Nord Littoral","Nabeul","18-24","M","urbain","cafe_restaurant","quotidien","3","1.8","5.4","4","promotion_magasin","Coca-Cola","Oui","Non"
"ACH00623","Mai","Boga Cidre","Nord Littoral","Bizerte","55+","F","urbain","epicerie","travail","2","1.8","3.6","3","pub_tv","Coca-Cola","Oui","Non"
"ACH00624","Mai","Boga Fraise","Centre-Est","Monastir","25-34","M","rural","supermarche","quotidien","2","1.8","3.6","5","pub_tv","Coca-Cola","Oui","Oui"
"ACH00625","Mai","Boga Cidre","Sud","Médenine","45-54","F","urbain","souk","repas_famille","4","1.8","7.2","4","reseaux_sociaux","Coca-Cola","Oui","Oui"
"ACH00626","Mai","Boga Cidre","Centre-Est","Monastir","45-54","M","urbain","supermarche","travail","2","1.8","3.6","5","pub_tv","Coca-Cola","Oui","Oui"
"ACH00627","Mai","Boga Cidre","Nord Littoral","Nabeul","18-24","F","rural","souk","repas_famille","4","1.8","7.2","5","reseaux_sociaux","Boga","Oui","Oui"
"ACH00628","Mai","Boga Cidre","Nord Littoral","Zaghouan","18-24","F","rural","epicerie","repas_famille","3","1.8","5.4","5","influenceur","Aucun","Oui","Oui"
"ACH00629","Mai","Boga Pomme","Nord Littoral","Bizerte","25-34","M","rural","en_ligne","travail","2","1.8","3.6","3","bouche_a_oreille","Coca-Cola","Non","Non"
"ACH00630","Mai","Boga Cidre","Grand Tunis","Manouba","55+","F","urbain","epicerie","quotidien","2","1.8","3.6","5","pub_tv","Pepsi","Oui","Non"
"ACH00631","Mai","Boga Fraise","Centre-Ouest","Kasserine","35-44","M","urbain","cafe_restaurant","repas_famille","4","1.8","7.2","5","influenceur","Boga","Oui","Oui"
"ACH00632","Mai","Boga Pomme","Grand Tunis","Ariana","45-54","M","rural","epicerie","sport","2","1.8","3.6","4","bouche_a_oreille","Fanta","Oui","Oui"
"ACH00633","Mai","Boga Fraise","Grand Tunis","Tunis","18-24","M","rural","supermarche","plage_ete","2","1.8","3.6","3","reseaux_sociaux","Aucun","Oui","Non"
"ACH00634","Mai","Boga Limoun","Grand Tunis","Ariana","35-44","F","urbain","supermarche","sport","2","1.8","3.6","4","bouche_a_oreille","Coca-Cola","Oui","Oui"
"ACH00635","Mai","Boga Limoun","Sud","Gabès","35-44","F","urbain","distributeur_auto","sortie_amis","2","1.8","3.6","3","bouche_a_oreille","Aucun","Non","Non"
"ACH00636","Mai","Boga Cidre","Grand Tunis","Tunis","18-24","F","urbain","cafe_restaurant","quotidien","3","1.8","5.4","3","promotion_magasin","Coca-Cola","Oui","Non"
"ACH00637","Mai","Boga Cidre","Centre-Est","Sousse","45-54","M","urbain","cafe_restaurant","plage_ete","2","1.8","3.6","5","pub_tv","Coca-Cola","Oui","Oui"
"ACH00638","Mai","Boga Cidre","Sud","Médenine","35-44","F","urbain","supermarche","plage_ete","3","1.8","5.4","5","bouche_a_oreille","Coca-Cola","Oui","Oui"
"ACH00639","Mai","Boga Cidre","Centre-Ouest","Kairouan","35-44","F","urbain","epicerie","quotidien","2","1.8","3.6","4","pub_tv","Coca-Cola","Oui","Oui"
"ACH00640","Mai","Boga Limoun","Grand Tunis","Tunis","25-34","M","rural","epicerie","travail","1","1.8","1.8","3","reseaux_sociaux","Fanta","Oui","Non"
"ACH00641","Mai","Boga Cidre","Nord-Ouest","Jendouba","18-24","F","rural","en_ligne","repas_famille","2","1.8","3.6","4","bouche_a_oreille","Boga","Oui","Oui"
"ACH00642","Mai","Boga Cidre","Sud","Sfax","35-44","F","urbain","supermarche","repas_famille","2","1.8","3.6","3","bouche_a_oreille","Boga","Oui","Non"
"ACH00643","Mai","Boga Limoun","Centre-Est","Mahdia","25-34","M","urbain","cafe_restaurant","quotidien","2","1.8","3.6","4","bouche_a_oreille","Coca-Cola","Oui","Oui"
"ACH00644","Mai","Boga Pomme","Nord Littoral","Nabeul","18-24","M","rural","epicerie","fete","4","1.8","7.2","3","promotion_magasin","Fanta","Oui","Non"
"ACH00645","Mai","Boga Cidre","Nord Littoral","Nabeul","55+","M","urbain","supermarche","repas_famille","4","1.8","7.2","5","pub_tv","Coca-Cola","Oui","Non"
"ACH00646","Mai","Boga Limoun","Centre-Est","Sousse","8-17","M","rural","souk","sport","1","1.8","1.8","5","pub_tv","Pepsi","Oui","Oui"
"ACH00647","Mai","Boga Limoun","Nord Littoral","Zaghouan","25-34","M","urbain","epicerie","repas_famille","6","1.8","10.8","4","bouche_a_oreille","Coca-Cola","Oui","Oui"
"ACH00648","Mai","Boga Cidre","Grand Tunis","Ariana","8-17","M","urbain","en_ligne","repas_famille","3","1.8","5.4","3","bouche_a_oreille","Coca-Cola","Non","Non"
"ACH00649","Mai","Boga Fraise","Centre-Est","Sousse","18-24","M","urbain","en_ligne","repas_famille","2","1.8","3.6","4","bouche_a_oreille","Pepsi","Oui","Oui"
"ACH00650","Mai","Boga Fraise","Centre-Est","Mahdia","25-34","M","urbain","epicerie","quotidien","1","1.8","1.8","3","bouche_a_oreille","Coca-Cola","Oui","Non"
"ACH00651","Mai","Boga Cidre","Centre-Est","Monastir","8-17","M","rural","epicerie","sport","3","1.8","5.4","4","pub_tv","Pepsi","Oui","Oui"
"ACH00652","Mai","Boga Cidre","Grand Tunis","Tunis","18-24","F","urbain","cafe_restaurant","fete","3","1.8","5.4","4","reseaux_sociaux","Pepsi","Oui","Non"
"ACH00653","Mai","Boga Cidre","Grand Tunis","Manouba","18-24","F","urbain","epicerie","quotidien","2","1.8","3.6","4","pub_tv","Pepsi","Oui","Non"
"ACH00654","Mai","Boga Limoun","Centre-Est","Monastir","35-44","M","rural","cafe_restaurant","sortie_amis","1","1.8","1.8","4","bouche_a_oreille","Pepsi","Oui","Oui"
"ACH00655","Mai","Boga Cidre","Centre-Est","Sousse","18-24","M","urbain","en_ligne","sortie_amis","1","1.8","1.8","3","affichage","Aucun","Oui","Non"
"ACH00656","Mai","Boga Fraise","Grand Tunis","Ben Arous","25-34","F","urbain","distributeur_auto","quotidien","2","1.8","3.6","5","pub_tv","Fanta","Oui","Oui"
"ACH00657","Mai","Boga Pomme","Sud","Sfax","18-24","M","rural","en_ligne","plage_ete","2","1.8","3.6","5","pub_tv","Safia","Oui","Oui"
"ACH00658","Mai","Boga Limoun","Centre-Ouest","Sidi Bouzid","25-34","M","rural","souk","travail","3","1.8","5.4","4","pub_tv","Coca-Cola","Oui","Oui"
"ACH00659","Mai","Boga Fraise","Nord-Ouest","Le Kef","25-34","M","urbain","epicerie","quotidien","1","1.8","1.8","4","affichage","Coca-Cola","Oui","Non"
"ACH00660","Mai","Boga Limoun","Grand Tunis","Manouba","18-24","F","urbain","en_ligne","travail","3","1.8","5.4","5","promotion_magasin","Aucun","Oui","Non"
"ACH00661","Mai","Boga Cidre","Sud","Médenine","18-24","M","rural","epicerie","plage_ete","1","1.8","1.8","4","pub_tv","Fanta","Oui","Oui"
"ACH00662","Mai","Boga Cidre","Centre-Ouest","Kairouan","18-24","F","urbain","epicerie","sport","1","1.8","1.8","4","promotion_magasin","Coca-Cola","Oui","Oui"
"ACH00663","Mai","Boga Cidre","Grand Tunis","Ben Arous","35-44","M","rural","epicerie","travail","1","1.8","1.8","3","reseaux_sociaux","Safia","Oui","Non"
"ACH00664","Mai","Boga Limoun","Centre-Est","Monastir","55+","F","urbain","supermarche","sortie_amis","2","1.8","3.6","3","affichage","Safia","Non","Non"
"ACH00665","Mai","Boga Pomme","Grand Tunis","Tunis","35-44","M","urbain","supermarche","sortie_amis","1","1.8","1.8","5","reseaux_sociaux","Aucun","Oui","Oui"
"ACH00666","Mai","Boga Limoun","Grand Tunis","Manouba","8-17","F","urbain","epicerie","quotidien","1","1.8","1.8","5","promotion_magasin","Aucun","Oui","Oui"
"ACH00667","Mai","Boga Limoun","Grand Tunis","Tunis","35-44","M","urbain","supermarche","travail","1","1.8","1.8","3","reseaux_sociaux","Pepsi","Oui","Non"
"ACH00668","Mai","Boga Pomme","Sud","Gabès","8-17","M","urbain","epicerie","sortie_amis","3","1.8","5.4","4","reseaux_sociaux","Coca-Cola","Oui","Non"
"ACH00669","Mai","Boga Pomme","Grand Tunis","Ben Arous","18-24","F","urbain","cafe_restaurant","quotidien","1","1.8","1.8","3","bouche_a_oreille","Pepsi","Non","Non"
"ACH00670","Mai","Boga Cidre","Centre-Ouest","Kairouan","18-24","F","urbain","en_ligne","sport","1","1.8","1.8","3","bouche_a_oreille","Aucun","Non","Non"
"ACH00671","Mai","Boga Limoun","Nord Littoral","Zaghouan","25-34","F","urbain","supermarche","quotidien","1","1.8","1.8","3","bouche_a_oreille","Boga","Oui","Non"
"ACH00672","Mai","Boga Cidre","Grand Tunis","Manouba","45-54","M","urbain","en_ligne","repas_famille","3","1.8","5.4","5","bouche_a_oreille","Coca-Cola","Oui","Oui"
"ACH00673","Mai","Boga Fraise","Centre-Est","Mahdia","55+","F","urbain","epicerie","plage_ete","1","1.8","1.8","4","influenceur","Fanta","Oui","Oui"
"ACH00674","Mai","Boga Pomme","Centre-Est","Sousse","18-24","M","urbain","cafe_restaurant","repas_famille","3","1.8","5.4","5","promotion_magasin","Aucun","Oui","Oui"
"ACH00675","Mai","Boga Limoun","Sud","Tataouine","18-24","F","urbain","epicerie","quotidien","2","1.8","3.6","3","influenceur","Fanta","Non","Non"
"ACH00676","Mai","Boga Cidre","Grand Tunis","Ariana","18-24","F","rural","cafe_restaurant","quotidien","1","1.8","1.8","3","pub_tv","Aucun","Non","Non"
"ACH00677","Mai","Boga Cidre","Centre-Ouest","Kairouan","25-34","M","rural","en_ligne","quotidien","2","1.8","3.6","5","influenceur","Pepsi","Oui","Oui"
"ACH00678","Mai","Boga Pomme","Grand Tunis","Ariana","18-24","F","rural","epicerie","quotidien","2","1.8","3.6","4","influenceur","Coca-Cola","Oui","Oui"
"ACH00679","Mai","Boga Limoun","Nord-Ouest","Jendouba","8-17","F","urbain","en_ligne","quotidien","2","1.8","3.6","4","reseaux_sociaux","Pepsi","Oui","Oui"
"ACH00680","Mai","Boga Cidre","Centre-Ouest","Kasserine","18-24","M","urbain","cafe_restaurant","sortie_amis","1","1.8","1.8","4","bouche_a_oreille","Aucun","Oui","Oui"
"ACH00681","Juin","Boga Pomme","Nord-Ouest","Béja","25-34","M","urbain","supermarche","travail","2","1.8","3.6","4","pub_tv","Pepsi","Oui","Oui"
"ACH00682","Juin","Boga Cidre","Sud","Gabès","35-44","M","urbain","souk","sport","2","1.8","3.6","5","bouche_a_oreille","Coca-Cola","Oui","Non"
"ACH00683","Juin","Boga Pomme","Grand Tunis","Tunis","35-44","M","urbain","en_ligne","quotidien","1","1.8","1.8","5","pub_tv","Fanta","Oui","Oui"
"ACH00684","Juin","Boga Limoun","Grand Tunis","Ben Arous","25-34","M","urbain","supermarche","repas_famille","2","1.8","3.6","5","pub_tv","Pepsi","Oui","Oui"
"ACH00685","Juin","Boga Cidre","Grand Tunis","Ariana","8-17","F","rural","epicerie","sport","3","1.8","5.4","5","bouche_a_oreille","Safia","Oui","Oui"
"ACH00686","Juin","Boga Cidre","Nord-Ouest","Béja","8-17","F","urbain","epicerie","repas_famille","6","1.8","10.8","5","promotion_magasin","Boga","Oui","Oui"
"ACH00687","Juin","Boga Pomme","Centre-Est","Mahdia","18-24","F","rural","cafe_restaurant","quotidien","1","1.8","1.8","4","reseaux_sociaux","Pepsi","Oui","Oui"
"ACH00688","Juin","Boga Pomme","Nord Littoral","Nabeul","35-44","M","rural","supermarche","sport","2","1.8","3.6","4","pub_tv","Fanta","Oui","Non"
"ACH00689","Juin","Boga Limoun","Grand Tunis","Ariana","18-24","F","rural","epicerie","sortie_amis","3","1.8","5.4","5","bouche_a_oreille","Coca-Cola","Oui","Oui"
"ACH00690","Juin","Boga Cidre","Sud","Tataouine","25-34","F","urbain","epicerie","fete","4","1.8","7.2","4","bouche_a_oreille","Boga","Oui","Oui"
"ACH00691","Juin","Boga Cidre","Grand Tunis","Tunis","18-24","M","rural","epicerie","sortie_amis","1","1.8","1.8","5","reseaux_sociaux","Aucun","Oui","Non"
"ACH00692","Juin","Boga Fraise","Sud","Tataouine","18-24","M","urbain","supermarche","quotidien","2","1.8","3.6","4","pub_tv","Aucun","Oui","Oui"
"ACH00693","Juin","Boga Cidre","Centre-Est","Sousse","25-34","M","urbain","supermarche","sport","1","1.8","1.8","4","promotion_magasin","Coca-Cola","Oui","Oui"
"ACH00694","Juin","Boga Pomme","Nord Littoral","Zaghouan","45-54","F","urbain","epicerie","sport","2","1.8","3.6","4","pub_tv","Aucun","Oui","Oui"
"ACH00695","Juin","Boga Limoun","Sud","Sfax","18-24","F","urbain","cafe_restaurant","travail","2","1.8","3.6","5","bouche_a_oreille","Safia","Oui","Non"
"ACH00696","Juin","Boga Cidre","Nord-Ouest","Jendouba","18-24","M","urbain","cafe_restaurant","sortie_amis","1","1.8","1.8","5","influenceur","Boga","Oui","Oui"
"ACH00697","Juin","Boga Cidre","Sud","Tataouine","35-44","M","urbain","supermarche","sport","1","1.8","1.8","3","reseaux_sociaux","Safia","Oui","Non"
"ACH00698","Juin","Boga Limoun","Grand Tunis","Tunis","8-17","M","urbain","cafe_restaurant","sport","2","1.8","3.6","3","reseaux_sociaux","Aucun","Non","Non"
"ACH00699","Juin","Boga Cidre","Grand Tunis","Ben Arous","8-17","F","rural","supermarche","sport","1","1.8","1.8","4","affichage","Safia","Oui","Oui"
"ACH00700","Juin","Boga Cidre","Grand Tunis","Manouba","45-54","M","urbain","epicerie","fete","4","1.8","7.2","4","promotion_magasin","Coca-Cola","Oui","Oui"
"ACH00701","Juin","Boga Limoun","Grand Tunis","Tunis","55+","M","urbain","cafe_restaurant","fete","4","1.8","7.2","4","influenceur","Fanta","Oui","Oui"
"ACH00702","Juin","Boga Pomme","Nord-Ouest","Le Kef","18-24","M","urbain","epicerie","sport","1","1.8","1.8","5","affichage","Pepsi","Oui","Oui"
"ACH00703","Juin","Boga Pomme","Grand Tunis","Ariana","25-34","F","urbain","supermarche","quotidien","1","1.8","1.8","5","affichage","Aucun","Oui","Oui"
"ACH00704","Juin","Boga Cidre","Grand Tunis","Ben Arous","18-24","F","rural","cafe_restaurant","sport","2","1.8","3.6","4","influenceur","Aucun","Oui","Oui"
"ACH00705","Juin","Boga Cidre","Centre-Ouest","Kairouan","55+","F","rural","supermarche","travail","3","1.8","5.4","5","pub_tv","Pepsi","Oui","Oui"
"ACH00706","Juin","Boga Cidre","Sud","Tataouine","25-34","F","urbain","en_ligne","travail","3","1.8","5.4","3","affichage","Boga","Oui","Non"
"ACH00707","Juin","Boga Pomme","Centre-Ouest","Kasserine","18-24","F","rural","distributeur_auto","quotidien","2","1.8","3.6","4","bouche_a_oreille","Fanta","Oui","Non"
"ACH00708","Juin","Boga Cidre","Grand Tunis","Tunis","45-54","F","urbain","souk","quotidien","1","1.8","1.8","5","bouche_a_oreille","Safia","Oui","Non"
"ACH00709","Juin","Boga Cidre","Grand Tunis","Ariana","45-54","M","urbain","epicerie","sport","2","1.8","3.6","4","influenceur","Pepsi","Oui","Oui"
"ACH00710","Juin","Boga Cidre","Grand Tunis","Tunis","55+","F","rural","supermarche","repas_famille","2","1.8","3.6","4","reseaux_sociaux","Safia","Oui","Oui"
"ACH00711","Juin","Boga Cidre","Centre-Est","Monastir","18-24","M","urbain","supermarche","travail","2","1.8","3.6","4","reseaux_sociaux","Pepsi","Oui","Oui"
"ACH00712","Juin","Boga Pomme","Grand Tunis","Manouba","18-24","F","urbain","distributeur_auto","repas_famille","2","1.8","3.6","5","bouche_a_oreille","Coca-Cola","Oui","Oui"
"ACH00713","Juin","Boga Cidre","Nord Littoral","Zaghouan","35-44","M","urbain","supermarche","sortie_amis","3","1.8","5.4","3","influenceur","Pepsi","Oui","Non"
"ACH00714","Juin","Boga Cidre","Nord-Ouest","Béja","25-34","M","urbain","supermarche","plage_ete","2","1.8","3.6","5","bouche_a_oreille","Coca-Cola","Oui","Non"
"ACH00715","Juin","Boga Limoun","Centre-Est","Sousse","18-24","F","urbain","supermarche","travail","3","1.8","5.4","5","bouche_a_oreille","Fanta","Oui","Oui"
"ACH00716","Juin","Boga Limoun","Sud","Médenine","8-17","M","urbain","epicerie","sport","1","1.8","1.8","4","reseaux_sociaux","Boga","Oui","Oui"
"ACH00717","Juin","Boga Fraise","Centre-Est","Sousse","55+","M","urbain","supermarche","quotidien","1","1.8","1.8","5","bouche_a_oreille","Fanta","Oui","Oui"
"ACH00718","Juin","Boga Limoun","Nord Littoral","Zaghouan","18-24","F","rural","epicerie","fete","2","1.8","3.6","5","influenceur","Pepsi","Oui","Oui"
"ACH00719","Juin","Boga Cidre","Centre-Ouest","Sidi Bouzid","35-44","F","rural","supermarche","sport","1","1.8","1.8","5","reseaux_sociaux","Aucun","Oui","Oui"
"ACH00720","Juin","Boga Pomme","Grand Tunis","Manouba","8-17","M","rural","epicerie","sport","2","1.8","3.6","4","reseaux_sociaux","Aucun","Oui","Non"
"ACH00721","Juin","Boga Limoun","Nord-Ouest","Béja","25-34","F","rural","distributeur_auto","fete","2","1.8","3.6","5","influenceur","Coca-Cola","Oui","Oui"
"ACH00722","Juin","Boga Pomme","Sud","Sfax","35-44","M","rural","epicerie","repas_famille","6","1.8","10.8","5","reseaux_sociaux","Fanta","Oui","Non"
"ACH00723","Juin","Boga Fraise","Grand Tunis","Manouba","8-17","M","urbain","supermarche","plage_ete","1","1.8","1.8","4","affichage","Coca-Cola","Oui","Oui"
"ACH00724","Juin","Boga Cidre","Sud","Gabès","25-34","M","urbain","supermarche","sortie_amis","2","1.8","3.6","5","affichage","Boga","Oui","Oui"
"ACH00725","Juin","Boga Cidre","Centre-Est","Mahdia","55+","M","rural","supermarche","travail","1","1.8","1.8","4","pub_tv","Coca-Cola","Oui","Oui"
"ACH00726","Juin","Boga Limoun","Grand Tunis","Tunis","25-34","M","urbain","epicerie","sortie_amis","1","1.8","1.8","4","promotion_magasin","Boga","Oui","Non"
"ACH00727","Juin","Boga Cidre","Grand Tunis","Ariana","25-34","M","urbain","supermarche","sport","3","1.8","5.4","4","pub_tv","Fanta","Oui","Non"
"ACH00728","Juin","Boga Pomme","Centre-Est","Mahdia","8-17","M","urbain","epicerie","sport","1","1.8","1.8","3","pub_tv","Boga","Non","Non"
"ACH00729","Juin","Boga Cidre","Sud","Sfax","18-24","F","rural","epicerie","fete","6","1.8","10.8","5","reseaux_sociaux","Coca-Cola","Oui","Oui"
"ACH00730","Juin","Boga Pomme","Nord-Ouest","Béja","25-34","F","urbain","supermarche","quotidien","1","1.8","1.8","4","bouche_a_oreille","Pepsi","Oui","Non"
"ACH00731","Juin","Boga Cidre","Sud","Gabès","25-34","F","urbain","en_ligne","fete","6","1.8","10.8","5","reseaux_sociaux","Pepsi","Oui","Oui"
"ACH00732","Juin","Boga Cidre","Nord-Ouest","Jendouba","18-24","M","urbain","supermarche","fete","2","1.8","3.6","4","pub_tv","Pepsi","Oui","Oui"
"ACH00733","Juin","Boga Pomme","Grand Tunis","Tunis","35-44","M","urbain","epicerie","fete","4","1.8","7.2","4","bouche_a_oreille","Fanta","Oui","Non"
"ACH00734","Juin","Boga Pomme","Centre-Est","Mahdia","8-17","F","urbain","cafe_restaurant","sortie_amis","1","1.8","1.8","3","bouche_a_oreille","Coca-Cola","Oui","Non"
"ACH00735","Juin","Boga Cidre","Grand Tunis","Ariana","25-34","F","urbain","supermarche","quotidien","2","1.8","3.6","4","pub_tv","Fanta","Oui","Oui"
"ACH00736","Juin","Boga Pomme","Grand Tunis","Tunis","18-24","M","urbain","supermarche","quotidien","2","1.8","3.6","4","affichage","Pepsi","Oui","Oui"
"ACH00737","Juin","Boga Fraise","Centre-Est","Monastir","18-24","F","rural","epicerie","repas_famille","6","1.8","10.8","5","pub_tv","Coca-Cola","Oui","Non"
"ACH00738","Juin","Boga Fraise","Nord-Ouest","Jendouba","35-44","M","rural","supermarche","quotidien","1","1.8","1.8","5","influenceur","Aucun","Oui","Non"
"ACH00739","Juin","Boga Limoun","Nord Littoral","Nabeul","8-17","F","urbain","supermarche","sport","2","1.8","3.6","4","pub_tv","Coca-Cola","Oui","Non"
"ACH00740","Juin","Boga Limoun","Centre-Ouest","Sidi Bouzid","45-54","F","rural","epicerie","repas_famille","3","1.8","5.4","4","bouche_a_oreille","Pepsi","Oui","Oui"
"ACH00741","Juin","Boga Limoun","Grand Tunis","Ben Arous","35-44","F","urbain","epicerie","travail","2","1.8","3.6","4","pub_tv","Aucun","Oui","Non"
"ACH00742","Juin","Boga Pomme","Grand Tunis","Manouba","18-24","M","urbain","epicerie","fete","4","1.8","7.2","4","influenceur","Safia","Oui","Oui"
"ACH00743","Juin","Boga Limoun","Grand Tunis","Ariana","18-24","F","urbain","epicerie","sortie_amis","1","1.8","1.8","4","pub_tv","Pepsi","Oui","Oui"
"ACH00744","Juin","Boga Pomme","Centre-Est","Sousse","8-17","M","urbain","cafe_restaurant","quotidien","1","1.8","1.8","3","bouche_a_oreille","Fanta","Oui","Non"
"ACH00745","Juin","Boga Cidre","Sud","Gabès","18-24","F","urbain","souk","quotidien","1","1.8","1.8","5","affichage","Pepsi","Oui","Oui"
"ACH00746","Juin","Boga Cidre","Centre-Est","Mahdia","25-34","F","urbain","supermarche","quotidien","1","1.8","1.8","3","promotion_magasin","Fanta","Oui","Non"
"ACH00747","Juin","Boga Limoun","Grand Tunis","Manouba","18-24","M","urbain","epicerie","fete","3","1.8","5.4","4","pub_tv","Boga","Oui","Non"
"ACH00748","Juin","Boga Limoun","Grand Tunis","Ariana","25-34","F","urbain","cafe_restaurant","travail","1","1.8","1.8","5","pub_tv","Pepsi","Oui","Oui"
