id,age,tranche_age,genre,education,region,gouvernorat,milieu,revenu_mensuel_tnd,tranche_revenu,taux_epargne_pct,lifestyle,canaux_utilises,nb_canaux,categories_achetees,nb_categories,canaux_decouverte,recherche_mobile_pct,recherche_duree_jours,sources_comparees,methode_paiement,panier_moyen_tnd,achat_en_ligne,achat_repete_3mois,nps,connait_programme_fidelite,points_friction,nb_friction,ramadan_actif,ramadan_panier_tnd,ete_actif,ete_panier_tnd,soldes_actif,soldes_panier_tnd,smartphone,connexion_4g_5g,utilise_apps_paiement,actif_reseaux_sociaux,satisfaction_globale,season
TN00708,29,25-34,F,Primaire / Collège,Sud,Gabès,rural,612,Moyen,7.3,Rural émergent,marche_souk,1,divertissement|sante|mode,3,facebook|instagram,88,5,5,especes,202.88,False,False,61,False,livraison_lente_chere|mefiance_paiement_online|retours_difficiles|prix_non_transparents,4,True,204.81,True,167.77,False,183.85,True,False,True,True,72,ramadan
TN00709,18,18-24,F,Sans diplôme,Centre-Ouest,Sidi Bouzid,rural,597,Faible,5.0,Rural émergent,boutique_physique|app_mobile,2,divertissement|sante,2,influenceur_local|instagram,86,3,3,especes,31.44,False,False,60,False,mefiance_paiement_online|service_client_absent,2,True,44.65,False,33.02,True,31.15,False,False,False,True,52,ramadan
TN00710,40,35-44,F,Primaire / Collège,Nord-Ouest,Le Kef,rural,861,Moyen,13.5,Urbain moderne,boutique_physique|marche_souk|whatsapp_commerce,3,sport|sante|mode|tech_electronique,4,bouche_a_oreille,52,5,3,carte_bancaire,264.73,False,True,18,False,prix_non_transparents|service_client_absent,2,True,221.52,False,268.96,True,309.19,True,False,False,True,70,soldes
TN00711,27,25-34,M,Universitaire Licence,Centre-Ouest,Kairouan,rural,489,Faible,3.0,Familial traditionnel,boutique_physique|reseaux_sociaux|site_ecommerce|marche_souk|whatsapp_commerce|television_catalogue,6,sport|voyage_tourisme|alimentation|sante,4,youtube|affichage_urbain|bouche_a_oreille,84,5,1,paiement_a_la_livraison,40.68,False,False,72,False,mefiance_paiement_online|retours_difficiles|service_client_absent|rupture_de_stock,4,True,58.63,True,62.05,True,71.27,True,True,False,True,31,soldes
TN00712,50,45-54,F,Universitaire Licence,Centre-Est,Mahdia,urbain,456,Faible,14.9,Digitaliste connecté,boutique_physique|app_mobile,2,sport|divertissement,2,youtube|affichage_urbain|influenceur_local,38,5,5,paiement_a_la_livraison,65.28,False,False,46,False,mefiance_paiement_online|retours_difficiles|prix_non_transparents|rupture_de_stock,4,False,84.72,True,59.07,False,86.1,False,False,True,False,74,ete
TN00713,21,18-24,M,Doctorat,Nord Littoral,Béja,urbain,5407,Très élevé,8.1,Digitaliste connecté,boutique_physique|reseaux_sociaux|marche_souk,3,alimentation|sante|mode,3,influenceur_local|instagram|tv_radio,83,6,5,especes,621.51,False,False,37,False,livraison_lente_chere|prix_non_transparents|rupture_de_stock,3,False,762.15,False,676.15,True,866.59,True,False,True,False,55,soldes
TN00714,39,35-44,M,Sans diplôme,Centre-Est,Monastir,urbain,1469,Moyen,10.7,Urbain moderne,boutique_physique|reseaux_sociaux|app_mobile|site_ecommerce,4,maison_deco|alimentation|mode|beaute_hygiene,4,google_search,65,2,3,paiement_a_la_livraison,255.35,True,False,32,False,livraison_lente_chere|prix_non_transparents|service_client_absent,3,True,290.79,False,243.94,True,217.44,True,False,False,True,74,ramadan
TN00715,33,25-34,F,Doctorat,Nord Littoral,Béja,urbain,893,Moyen,0.1,Urbain moderne,reseaux_sociaux|site_ecommerce|marche_souk|whatsapp_commerce,4,maison_deco|voyage_tourisme|mode|beaute_hygiene,4,affichage_urbain|influenceur_local|tv_radio,80,7,2,especes,212.15,True,False,68,False,livraison_lente_chere|mefiance_paiement_online|retours_difficiles,3,False,172.73,True,191.32,True,283.26,True,True,True,True,72,soldes
TN00716,45,45-54,M,Universitaire Licence,Centre-Est,Sfax Nord,urbain,2511,Élevé,15.6,Digitaliste connecté,boutique_physique|reseaux_sociaux|whatsapp_commerce,3,divertissement|mode|beaute_hygiene,3,google_search,36,2,5,especes,416.07,True,False,29,True,livraison_lente_chere|prix_non_transparents|interface_non_arabisee,3,True,460.46,True,408.29,False,626.26,True,True,True,False,64,ramadan
TN00717,21,18-24,M,Master / Ingénieur,Grand Tunis,Manouba,urbain,1247,Moyen,4.3,Digitaliste connecté,boutique_physique|reseaux_sociaux|app_mobile|marche_souk,4,divertissement|mode,2,youtube|bouche_a_oreille|instagram,98,4,4,paiement_a_la_livraison,77.8,False,True,36,False,livraison_lente_chere|mefiance_paiement_online|retours_difficiles|service_client_absent|interface_non_arabisee,5,True,103.1,False,109.47,False,119.99,True,True,True,True,51,ramadan
TN00718,28,25-34,M,Sans diplôme,Centre-Est,Mahdia,urbain,1116,Moyen,0.3,Familial traditionnel,boutique_physique|app_mobile|television_catalogue,3,voyage_tourisme|tech_electronique,2,google_search|tv_radio|influenceur_local,77,6,4,paiement_a_la_livraison,111.14,True,False,36,False,livraison_lente_chere|mefiance_paiement_online|prix_non_transparents|rupture_de_stock,4,False,169.01,True,174.9,True,227.84,True,False,False,True,34,soldes
TN00719,54,45-54,F,Secondaire / BAC,Nord-Ouest,Jendouba,rural,2469,Élevé,6.4,Digitaliste connecté,reseaux_sociaux|app_mobile|marche_souk|whatsapp_commerce,4,voyage_tourisme|tech_electronique|beaute_hygiene,3,google_search|bouche_a_oreille|youtube,46,2,4,virement,557.36,False,False,33,True,mefiance_paiement_online,1,True,635.51,True,518.81,True,446.51,False,False,True,True,46,ramadan
TN00720,40,35-44,M,Primaire / Collège,Centre-Ouest,Kasserine,urbain,430,Faible,17.6,Familial traditionnel,boutique_physique|reseaux_sociaux|app_mobile|marche_souk,4,divertissement|alimentation,2,influenceur_local|tiktok|affichage_urbain,57,4,3,paiement_a_la_livraison,62.98,False,True,32,False,mefiance_paiement_online|retours_difficiles|prix_non_transparents|service_client_absent,4,True,73.13,True,75.87,True,76.16,True,True,False,True,53,soldes
TN00721,34,25-34,M,Universitaire Licence,Grand Tunis,Tunis,urbain,2331,Élevé,13.8,Digitaliste connecté,reseaux_sociaux|whatsapp_commerce,2,sport|divertissement,2,youtube|tv_radio|facebook,75,8,4,paiement_a_la_livraison,375.59,True,False,74,False,mefiance_paiement_online|retours_difficiles|prix_non_transparents|service_client_absent,4,False,466.27,True,368.18,True,387.41,True,True,False,True,5,soldes
TN00722,19,18-24,F,Universitaire Licence,Sud,Gabès,urbain,1379,Moyen,12.7,Urbain moderne,reseaux_sociaux|site_ecommerce,2,maison_deco|voyage_tourisme|divertissement|sante,4,tiktok|bouche_a_oreille,95,5,1,virement,87.72,True,True,20,False,livraison_lente_chere|mefiance_paiement_online|service_client_absent,3,True,137.19,False,127.29,True,171.05,True,True,False,False,55,soldes
TN00723,31,25-34,M,Secondaire / BAC,Centre-Ouest,Kairouan,urbain,359,Faible,6.4,Digitaliste connecté,reseaux_sociaux|marche_souk,2,sante|alimentation|mode,3,tiktok|tv_radio|instagram,87,5,5,especes,65.97,False,False,26,False,livraison_lente_chere|retours_difficiles|prix_non_transparents,3,True,68.23,False,62.99,False,70.09,True,True,True,False,65,ramadan
TN00724,19,18-24,M,Primaire / Collège,Grand Tunis,Ben Arous,urbain,1277,Moyen,15.6,Familial traditionnel,boutique_physique|reseaux_sociaux|app_mobile|site_ecommerce|whatsapp_commerce|television_catalogue,6,voyage_tourisme|sante|mode,3,affichage_urbain|instagram,95,4,2,especes,130.96,True,False,41,False,livraison_lente_chere|mefiance_paiement_online|service_client_absent,3,False,103.56,True,102.8,True,130.79,True,True,False,True,49,soldes
TN00725,26,25-34,M,Master / Ingénieur,Grand Tunis,Ben Arous,urbain,571,Faible,2.0,Rural émergent,app_mobile|site_ecommerce|whatsapp_commerce,3,sante|alimentation,2,google_search,78,1,4,paiement_a_la_livraison,48.12,False,False,30,False,livraison_lente_chere|mefiance_paiement_online|retours_difficiles|prix_non_transparents|service_client_absent|interface_non_arabisee|rupture_de_stock,7,True,66.62,False,45.47,False,47.85,True,True,False,True,64,ramadan
TN00726,41,35-44,F,Sans diplôme,Nord Littoral,Bizerte,urbain,2991,Élevé,11.4,Urbain moderne,boutique_physique|whatsapp_commerce|television_catalogue,3,tech_electronique|beaute_hygiene,2,bouche_a_oreille|tiktok,58,3,3,paiement_mobile,383.29,True,False,37,False,livraison_lente_chere|prix_non_transparents|service_client_absent|interface_non_arabisee|rupture_de_stock,5,True,606.97,True,482.12,True,532.03,True,True,False,True,59,ramadan
TN00727,37,35-44,F,Universitaire Licence,Nord-Ouest,Jendouba,urbain,1261,Moyen,8.0,Rural émergent,boutique_physique|reseaux_sociaux|app_mobile|marche_souk,4,sport|sante|mode|beaute_hygiene,4,tiktok|bouche_a_oreille|tv_radio,54,1,4,especes,264.02,False,True,-2,False,livraison_lente_chere|prix_non_transparents|interface_non_arabisee,3,True,325.59,True,286.39,False,236.41,True,False,False,True,75,ramadan
TN00728,42,35-44,F,Universitaire Licence,Sud,Tataouine,urbain,531,Faible,5.6,Urbain moderne,boutique_physique|site_ecommerce,2,mode|divertissement|tech_electronique|beaute_hygiene,4,bouche_a_oreille|tv_radio|google_search,62,2,2,carte_bancaire,56.42,True,False,20,False,livraison_lente_chere|prix_non_transparents|interface_non_arabisee,3,False,79.01,True,87.31,True,113.75,False,False,True,True,60,soldes
TN00729,29,25-34,M,Sans diplôme,Nord-Ouest,Jendouba,rural,499,Faible,4.2,Urbain moderne,boutique_physique|reseaux_sociaux|app_mobile|marche_souk,4,tech_electronique|beaute_hygiene,2,instagram|tv_radio|affichage_urbain,74,6,3,carte_bancaire,40.6,False,True,28,False,mefiance_paiement_online|retours_difficiles|prix_non_transparents,3,True,54.55,True,58.76,False,78.23,True,True,False,False,68,ete
TN00730,25,25-34,M,Master / Ingénieur,Sud,Gabès,urbain,973,Moyen,4.1,Urbain moderne,boutique_physique|app_mobile|site_ecommerce|marche_souk|whatsapp_commerce,5,divertissement|mode,2,facebook|youtube,80,6,2,especes,132.15,True,False,34,False,livraison_lente_chere|mefiance_paiement_online|retours_difficiles|prix_non_transparents|service_client_absent,5,True,198.88,True,168.76,True,248.42,True,False,True,True,29,soldes
TN00731,30,25-34,M,Universitaire Licence,Centre-Est,Sfax Nord,rural,795,Moyen,1.3,Urbain moderne,reseaux_sociaux|app_mobile|site_ecommerce|whatsapp_commerce,4,voyage_tourisme|sport|tech_electronique,3,tv_radio|influenceur_local|bouche_a_oreille,87,1,2,paiement_mobile,197.96,True,True,16,False,livraison_lente_chere|mefiance_paiement_online|retours_difficiles|prix_non_transparents|service_client_absent,5,False,239.69,True,201.93,True,246.49,True,False,True,False,54,soldes
TN00732,44,35-44,M,Sans diplôme,Grand Tunis,Manouba,urbain,1010,Moyen,11.2,Urbain moderne,app_mobile|marche_souk,2,mode|alimentation|sante|tech_electronique,4,affichage_urbain|bouche_a_oreille,60,7,4,especes,253.75,True,True,33,False,livraison_lente_chere|mefiance_paiement_online|service_client_absent|interface_non_arabisee,4,True,251.49,False,268.89,True,247.19,True,False,True,False,66,ramadan
TN00733,52,45-54,M,Primaire / Collège,Centre-Est,Sfax Nord,rural,498,Faible,6.9,Urbain moderne,boutique_physique|app_mobile,2,maison_deco|alimentation|mode,3,affichage_urbain|tv_radio|instagram,45,9,5,especes,62.56,True,True,60,False,retours_difficiles|prix_non_transparents|interface_non_arabisee,3,True,63.75,True,72.39,False,91.71,True,True,True,True,70,ete
TN00734,33,25-34,F,Secondaire / BAC,Centre-Ouest,Kairouan,urbain,309,Faible,4.6,Digitaliste connecté,reseaux_sociaux|app_mobile|site_ecommerce|marche_souk|television_catalogue,5,voyage_tourisme|sante|alimentation|beaute_hygiene,4,bouche_a_oreille|tiktok|affichage_urbain,80,8,2,paiement_mobile,67.19,False,False,36,False,livraison_lente_chere|prix_non_transparents|service_client_absent,3,True,54.53,True,63.42,False,72.86,True,False,True,True,37,ete
TN00735,29,25-34,M,Master / Ingénieur,Grand Tunis,Ben Arous,urbain,862,Moyen,2.6,Rural émergent,boutique_physique|reseaux_sociaux|app_mobile|marche_souk|whatsapp_commerce,5,alimentation,1,instagram,86,6,2,paiement_a_la_livraison,127.06,True,True,58,True,livraison_lente_chere|mefiance_paiement_online|retours_difficiles|service_client_absent,4,True,185.5,True,169.39,False,239.76,True,True,False,True,55,ramadan
TN00736,54,45-54,F,Primaire / Collège,Grand Tunis,Manouba,urbain,844,Moyen,13.7,Digitaliste connecté,boutique_physique|app_mobile|site_ecommerce|marche_souk,4,divertissement|tech_electronique,2,tv_radio|influenceur_local,36,6,2,paiement_mobile,226.33,True,False,58,False,livraison_lente_chere|mefiance_paiement_online|retours_difficiles|prix_non_transparents,4,True,207.47,True,234.68,False,189.21,True,False,True,True,49,ete
TN00737,22,18-24,F,Universitaire Licence,Grand Tunis,Tunis,urbain,2944,Élevé,7.5,Rural émergent,reseaux_sociaux|app_mobile|site_ecommerce|marche_souk|whatsapp_commerce,5,voyage_tourisme|alimentation|mode,3,google_search|tiktok|affichage_urbain,92,6,3,paiement_a_la_livraison,302.89,False,False,19,True,mefiance_paiement_online|prix_non_transparents,2,True,325.89,True,315.31,True,380.81,True,True,False,True,49,soldes
TN00738,22,18-24,F,Universitaire Licence,Sud,Tataouine,urbain,2430,Élevé,16.9,Urbain moderne,boutique_physique|reseaux_sociaux|site_ecommerce|marche_souk,4,maison_deco|sante|mode,3,google_search|influenceur_local|tv_radio,94,1,3,especes,165.28,False,False,52,True,livraison_lente_chere|service_client_absent,2,True,339.91,False,236.63,True,296.26,True,True,True,True,80,ramadan
TN00739,30,25-34,F,Secondaire / BAC,Sud,Médenine,urbain,1454,Moyen,3.8,Rural émergent,boutique_physique|reseaux_sociaux|site_ecommerce|marche_souk,4,maison_deco|divertissement|sante|beaute_hygiene,4,influenceur_local|youtube|tv_radio,81,1,4,paiement_a_la_livraison,202.61,False,False,13,False,livraison_lente_chere|mefiance_paiement_online|retours_difficiles|service_client_absent,4,True,233.58,False,172.41,False,245.3,True,True,False,True,46,ramadan
TN00740,45,45-54,F,Secondaire / BAC,Centre-Est,Sfax Nord,rural,367,Faible,1.5,Familial traditionnel,boutique_physique|site_ecommerce|marche_souk,3,alimentation,1,google_search|bouche_a_oreille,46,2,1,especes,73.76,False,True,37,False,mefiance_paiement_online|prix_non_transparents|service_client_absent|interface_non_arabisee,4,True,78.03,True,74.03,True,88.72,True,False,False,True,58,soldes
TN00741,34,25-34,M,Primaire / Collège,Centre-Est,Sousse,urbain,975,Moyen,17.3,Familial traditionnel,boutique_physique|reseaux_sociaux|app_mobile,3,maison_deco|alimentation|beaute_hygiene,3,facebook|instagram|youtube,80,3,2,especes,217.22,True,False,73,False,livraison_lente_chere|mefiance_paiement_online|prix_non_transparents|service_client_absent,4,True,184.98,False,165.83,True,205.67,True,False,False,False,63,soldes
TN00742,18,18-24,M,Secondaire / BAC,Grand Tunis,Ben Arous,urbain,1552,Élevé,9.7,Urbain moderne,boutique_physique|reseaux_sociaux|marche_souk|whatsapp_commerce|television_catalogue,5,voyage_tourisme|sport,2,youtube,94,4,5,carte_bancaire,282.85,True,False,11,True,livraison_lente_chere|retours_difficiles|prix_non_transparents,3,True,321.49,False,272.14,False,310.38,True,False,True,False,80,ramadan
TN00743,21,18-24,F,Sans diplôme,Grand Tunis,Ariana,urbain,1387,Moyen,12.6,Urbain moderne,boutique_physique|reseaux_sociaux|app_mobile,3,voyage_tourisme,1,tv_radio,83,5,3,paiement_a_la_livraison,119.15,False,False,28,False,livraison_lente_chere|mefiance_paiement_online,2,True,147.16,False,111.13,True,106.3,True,True,True,False,57,ramadan
TN00744,18,18-24,M,Sans diplôme,Centre-Est,Sfax Nord,urbain,708,Moyen,11.3,Familial traditionnel,boutique_physique|reseaux_sociaux|marche_souk,3,tech_electronique|alimentation|mode|beaute_hygiene,4,youtube,82,2,6,paiement_a_la_livraison,95.11,False,True,30,False,livraison_lente_chere|mefiance_paiement_online|service_client_absent|rupture_de_stock,4,False,117.54,True,105.14,True,153.12,True,True,True,True,52,soldes
TN00745,35,35-44,M,Universitaire Licence,Grand Tunis,Manouba,urbain,480,Faible,14.2,Digitaliste connecté,reseaux_sociaux|marche_souk|television_catalogue,3,sport|beaute_hygiene,2,tv_radio|bouche_a_oreille|instagram,55,3,2,paiement_a_la_livraison,58.39,True,False,39,False,mefiance_paiement_online|service_client_absent,2,False,94.2,True,80.56,False,100.79,True,False,False,True,54,ete
TN00746,29,25-34,F,Primaire / Collège,Nord-Ouest,Siliana,urbain,1017,Moyen,16.6,Familial traditionnel,boutique_physique|reseaux_sociaux|marche_souk,3,divertissement|alimentation|mode|maison_deco|beaute_hygiene,5,google_search,82,3,5,especes,151.53,False,True,3,False,livraison_lente_chere|mefiance_paiement_online|prix_non_transparents|service_client_absent|interface_non_arabisee|rupture_de_stock,6,True,181.35,True,166.76,True,218.43,True,True,False,False,47,soldes
TN00747,31,25-34,M,Sans diplôme,Sud,Tataouine,urbain,2775,Élevé,8.2,Urbain moderne,reseaux_sociaux|marche_souk|whatsapp_commerce,3,sante|tech_electronique,2,tv_radio|influenceur_local,82,2,5,paiement_a_la_livraison,319.11,True,False,39,False,livraison_lente_chere|mefiance_paiement_online|retours_difficiles|prix_non_transparents|rupture_de_stock,5,True,483.84,True,422.39,True,459.14,True,True,True,True,62,ramadan
TN00748,37,35-44,F,Secondaire / BAC,Grand Tunis,Ariana,urbain,1422,Moyen,15.0,Digitaliste connecté,boutique_physique|reseaux_sociaux|app_mobile|site_ecommerce|marche_souk|whatsapp_commerce|television_catalogue,7,maison_deco|sport|divertissement|mode,4,youtube|google_search,59,5,3,carte_bancaire,224.11,True,True,23,False,livraison_lente_chere|interface_non_arabisee,2,True,232.04,True,233.79,True,257.17,True,True,False,True,57,soldes
TN00749,22,18-24,M,Primaire / Collège,Centre-Est,Mahdia,urbain,2601,Élevé,14.1,Digitaliste connecté,boutique_physique|reseaux_sociaux|app_mobile,3,divertissement|beaute_hygiene,2,influenceur_local|google_search,80,4,2,paiement_a_la_livraison,214.87,False,False,17,False,mefiance_paiement_online|prix_non_transparents|service_client_absent,3,True,263.87,True,219.2,True,261.23,True,True,True,False,40,ramadan
TN00750,24,18-24,F,Master / Ingénieur,Grand Tunis,Manouba,rural,1355,Moyen,6.5,Familial traditionnel,boutique_physique|app_mobile|whatsapp_commerce,3,sante|alimentation|mode,3,youtube,96,2,1,especes,65.69,True,False,47,False,mefiance_paiement_online|retours_difficiles|service_client_absent|rupture_de_stock,4,True,129.57,True,115.56,True,141.63,True,True,False,False,44,soldes
TN00751,21,18-24,F,Universitaire Licence,Centre-Ouest,Sidi Bouzid,rural,699,Moyen,8.7,Rural émergent,boutique_physique|reseaux_sociaux|app_mobile|marche_souk|television_catalogue,5,sante|mode,2,tiktok|tv_radio|facebook,84,2,2,paiement_a_la_livraison,109.85,False,False,26,False,livraison_lente_chere|mefiance_paiement_online|retours_difficiles,3,False,104.4,False,130.7,True,115.33,True,True,True,False,57,soldes
TN00752,33,25-34,F,Doctorat,Centre-Est,Sfax Nord,urbain,789,Moyen,0.7,Rural émergent,boutique_physique|whatsapp_commerce,2,alimentation|mode,2,bouche_a_oreille|youtube,81,3,1,especes,217.79,False,False,34,True,mefiance_paiement_online|service_client_absent,2,False,190.08,True,219.51,False,155.68,False,True,False,True,28,ete
TN00753,40,35-44,F,Secondaire / BAC,Nord Littoral,Nabeul,urbain,763,Moyen,17.2,Digitaliste connecté,boutique_physique|reseaux_sociaux|app_mobile|site_ecommerce|whatsapp_commerce,5,divertissement|mode,2,youtube,60,3,2,paiement_mobile,155.37,False,False,58,False,livraison_lente_chere|mefiance_paiement_online|prix_non_transparents|service_client_absent|interface_non_arabisee,5,True,302.3,True,212.0,False,331.33,True,True,True,True,59,ramadan
TN00754,50,45-54,M,Master / Ingénieur,Sud,Tataouine,urbain,2047,Élevé,10.3,Rural émergent,boutique_physique|site_ecommerce,2,divertissement|alimentation|mode,3,facebook,38,3,4,paiement_a_la_livraison,369.11,True,False,22,False,livraison_lente_chere|mefiance_paiement_online|retours_difficiles|interface_non_arabisee|rupture_de_stock,5,True,471.34,True,426.1,False,549.46,False,True,False,False,60,ramadan
TN00755,44,35-44,M,Master / Ingénieur,Grand Tunis,Tunis,urbain,689,Moyen,7.5,Familial traditionnel,boutique_physique|reseaux_sociaux,2,divertissement|mode,2,facebook|google_search,62,8,3,paiement_a_la_livraison,204.21,False,False,35,False,mefiance_paiement_online|service_client_absent,2,True,293.56,True,284.06,False,294.83,True,False,False,True,64,ramadan
TN00756,35,35-44,F,Primaire / Collège,Sud,Sfax,rural,514,Faible,13.8,Familial traditionnel,boutique_physique|app_mobile|site_ecommerce,3,alimentation|mode,2,youtube|influenceur_local,62,6,3,especes,81.72,True,True,42,False,livraison_lente_chere|mefiance_paiement_online|retours_difficiles|interface_non_arabisee,4,True,75.64,True,69.8,True,80.5,False,False,False,False,73,soldes
TN00757,43,35-44,F,Primaire / Collège,Grand Tunis,Ben Arous,urbain,656,Moyen,13.1,Familial traditionnel,boutique_physique|reseaux_sociaux|site_ecommerce|marche_souk|whatsapp_commerce,5,divertissement|alimentation|mode,3,affichage_urbain,59,5,2,paiement_a_la_livraison,142.25,False,False,61,False,mefiance_paiement_online|retours_difficiles|prix_non_transparents|service_client_absent,4,True,291.1,False,200.57,True,267.47,True,True,False,True,48,ramadan
TN00758,48,45-54,M,Universitaire Licence,Sud,Gabès,urbain,386,Faible,17.3,Familial traditionnel,whatsapp_commerce,1,alimentation|tech_electronique|mode|beaute_hygiene,4,instagram,54,4,3,paiement_a_la_livraison,59.3,True,False,38,False,livraison_lente_chere|mefiance_paiement_online|interface_non_arabisee,3,True,72.35,True,60.78,True,54.45,True,False,False,True,54,ramadan
TN00759,31,25-34,M,Universitaire Licence,Sud,Gabès,urbain,428,Faible,14.7,Urbain moderne,reseaux_sociaux|app_mobile|site_ecommerce|marche_souk,4,voyage_tourisme|sante|mode|beaute_hygiene,4,influenceur_local|facebook,85,2,6,virement,50.29,True,False,29,False,livraison_lente_chere|mefiance_paiement_online|retours_difficiles|prix_non_transparents|service_client_absent|interface_non_arabisee|rupture_de_stock,7,True,60.2,False,47.37,True,49.73,True,True,False,False,46,ramadan
TN00760,24,18-24,M,Primaire / Collège,Nord Littoral,Zaghouan,rural,739,Moyen,0.1,Familial traditionnel,boutique_physique|reseaux_sociaux|app_mobile|site_ecommerce|marche_souk|whatsapp_commerce,6,divertissement|alimentation|mode|beaute_hygiene|sport,5,facebook,81,6,4,paiement_a_la_livraison,109.55,False,True,32,False,livraison_lente_chere|retours_difficiles|rupture_de_stock,3,True,124.83,True,122.27,True,121.98,True,True,True,True,69,ramadan
TN00761,27,25-34,M,Primaire / Collège,Grand Tunis,Ariana,urbain,471,Faible,14.7,Urbain moderne,reseaux_sociaux|app_mobile|whatsapp_commerce,3,voyage_tourisme|alimentation|mode,3,google_search,78,2,2,paiement_a_la_livraison,48.74,True,False,3,False,livraison_lente_chere|mefiance_paiement_online|retours_difficiles|service_client_absent,4,True,75.33,True,52.97,True,75.59,True,False,True,True,47,soldes
TN00762,27,25-34,M,Doctorat,Grand Tunis,Ben Arous,urbain,978,Moyen,16.4,Urbain moderne,whatsapp_commerce,1,sport|voyage_tourisme|sante|alimentation,4,youtube|facebook|tiktok,80,7,6,carte_bancaire,130.67,True,False,29,False,prix_non_transparents,1,True,187.49,True,166.99,True,162.93,True,True,False,True,76,ramadan
TN00763,36,35-44,F,Secondaire / BAC,Grand Tunis,Tunis,urbain,1445,Moyen,9.1,Familial traditionnel,boutique_physique|reseaux_sociaux|marche_souk,3,voyage_tourisme|divertissement,2,youtube,70,3,4,paiement_a_la_livraison,223.07,False,False,54,False,mefiance_paiement_online|retours_difficiles,2,True,298.97,True,208.48,True,315.57,True,False,False,False,78,soldes
TN00764,25,25-34,M,Secondaire / BAC,Nord Littoral,Béja,urbain,447,Faible,9.9,Digitaliste connecté,boutique_physique|reseaux_sociaux|site_ecommerce|marche_souk,4,maison_deco|sante|divertissement|alimentation,4,tv_radio,85,4,4,virement,56.97,True,False,63,True,livraison_lente_chere|retours_difficiles|service_client_absent|interface_non_arabisee,4,True,76.36,False,49.02,False,79.26,True,True,False,True,24,ramadan
TN00765,38,35-44,M,Doctorat,Grand Tunis,Manouba,urbain,2442,Élevé,14.4,Urbain moderne,site_ecommerce|marche_souk,2,maison_deco|alimentation|sante|mode,4,youtube,59,1,1,especes,612.39,True,False,26,False,livraison_lente_chere|mefiance_paiement_online,2,True,731.58,True,537.83,True,517.27,True,True,True,True,43,ramadan
TN00766,21,18-24,M,Secondaire / BAC,Centre-Est,Mahdia,urbain,4465,Très élevé,16.1,Digitaliste connecté,boutique_physique|reseaux_sociaux|app_mobile|marche_souk|whatsapp_commerce,5,divertissement|beaute_hygiene,2,tiktok|affichage_urbain,88,4,3,carte_bancaire,576.9,True,True,40,False,livraison_lente_chere|prix_non_transparents|rupture_de_stock,3,True,667.14,False,552.41,True,919.29,True,True,True,False,64,soldes
TN00767,27,25-34,M,Sans diplôme,Centre-Est,Mahdia,urbain,1336,Moyen,6.0,Digitaliste connecté,reseaux_sociaux|site_ecommerce,2,voyage_tourisme|sport|divertissement|mode,4,facebook,90,2,2,paiement_a_la_livraison,194.61,False,False,25,False,mefiance_paiement_online|service_client_absent,2,True,182.68,True,171.96,True,202.37,True,True,True,True,49,soldes
TN00768,41,35-44,F,Master / Ingénieur,Grand Tunis,Manouba,urbain,1499,Moyen,16.5,Familial traditionnel,boutique_physique|app_mobile|marche_souk,3,divertissement|alimentation|mode,3,bouche_a_oreille|facebook,66,2,3,paiement_a_la_livraison,206.63,False,False,33,True,mefiance_paiement_online|service_client_absent,2,True,223.35,True,232.82,True,229.92,True,False,False,True,52,ete
TN00769,23,18-24,F,Universitaire Licence,Centre-Est,Sfax Nord,urbain,4733,Très élevé,17.6,Digitaliste connecté,app_mobile|site_ecommerce,2,divertissement|alimentation|tech_electronique,3,affichage_urbain,87,1,3,especes,572.69,True,True,36,False,livraison_lente_chere|mefiance_paiement_online|interface_non_arabisee,3,False,768.45,True,610.34,True,855.61,True,True,True,False,52,soldes
TN00770,37,35-44,M,Secondaire / BAC,Sud,Médenine,rural,980,Moyen,7.1,Familial traditionnel,boutique_physique|marche_souk,2,voyage_tourisme|mode,2,influenceur_local|instagram|youtube,69,3,5,especes,179.37,False,True,60,False,mefiance_paiement_online|service_client_absent|interface_non_arabisee|rupture_de_stock,4,True,312.06,False,225.37,False,210.64,False,False,True,True,74,ramadan
TN00771,30,25-34,F,Secondaire / BAC,Grand Tunis,Manouba,urbain,808,Moyen,14.1,Digitaliste connecté,boutique_physique|reseaux_sociaux|app_mobile|site_ecommerce,4,maison_deco|divertissement|alimentation,3,tiktok|affichage_urbain|facebook,82,5,4,especes,199.45,True,True,24,True,livraison_lente_chere|retours_difficiles|prix_non_transparents|service_client_absent,4,True,234.68,False,176.61,False,189.72,True,True,False,True,57,ramadan
TN00772,19,18-24,F,Universitaire Licence,Grand Tunis,Ariana,urbain,3541,Très élevé,6.8,Urbain moderne,boutique_physique|reseaux_sociaux|app_mobile|marche_souk|television_catalogue,5,maison_deco|sport|sante|tech_electronique,4,influenceur_local,92,5,2,carte_bancaire,593.7,True,False,25,False,livraison_lente_chere|mefiance_paiement_online|service_client_absent|interface_non_arabisee,4,True,728.96,True,666.65,True,858.52,True,True,False,True,37,soldes
